year,recipient_id,recipient_name,recipient_postcode,recipient_location,agency,scheme,amount,country,currency
2014,GB-SP4-DE & WH & SJ RAWLINS,DE & WH & SJ RAWLINS,SP4,SALISBURY,RPA,Single area payment scheme,"283,711.74",GB,GBP
2014,GB-BT94-BALLINAMALLARD FISHER PARK,BALLINAMALLARD FISHER PARK,BT94,ENNISKILLEN,DARDNI,Implementing local development strategies. Quality of life/diversification,"283,509.0",GB,GBP
2015,GB-NR12-WROXHAM HOME FARMS,WROXHAM HOME FARMS,NR12,NORWICH,RPA,Single area payment scheme,"283,278.83",GB,GBP
2015,GB-DD8-Lour Farms,Lour Farms,DD8,FORFAR,SGRPID,Single area payment scheme,"283,277.78",GB,GBP
2014,GB-DT2-JF COBB & SONS,JF COBB & SONS,DT2,DORCHESTER,RPA,Single area payment scheme,"282,511.83",GB,GBP
2014,GB-GL8-BOWLDOWN FARMS LTD,BOWLDOWN FARMS LTD,GL8,TETBURY,RPA,Single area payment scheme,"282,299.9",GB,GBP
2014,GB-LA2-Lancaster Cohousing Company Limited,Lancaster Cohousing Company Limited,LA2,LANCASTER,RPA,Basic services for the economy and rural population,"282,170.73",GB,GBP
2014,GB-PE12-Messrs JH & AJ King,Messrs JH & AJ King,PE12,SPALDING,RPA,Single area payment scheme,"282,165.13",GB,GBP
2015,GB-RG23-THE MANYDOWN COMPANY LTD,THE MANYDOWN COMPANY LTD,RG23,BASINGSTOKE,RPA,Single area payment scheme,"282,140.97",GB,GBP
2015,GB-AB43-James H Fowlie ( A Firm ),James H Fowlie ( A Firm ),AB43,FRASERBURGH,SGRPID,Single area payment scheme,"282,116.34",GB,GBP
2014,GB-LL77-MENTER MON,MENTER MON,LL77,YNYS MON,WG,Implementing local development strategies. Quality of life/diversification,"282,007.76",GB,GBP
2015,GB-ME12-BURDEN BROS.,BURDEN BROS.,ME12,SHEERNESS,RPA,Single area payment scheme,"281,975.14",GB,GBP
2015,GB-IP7-HEATHPATCH LTD,HEATHPATCH LTD,IP7,IPSWICH,RPA,Single area payment scheme,"281,475.19",GB,GBP
2014,GB-BT41-ANTRIM BOROUGH COUNCIL,ANTRIM BOROUGH COUNCIL,BT41,ANTRIM,DARDNI,Implementing local development strategies. Quality of life/diversification,"281,260.38",GB,GBP
2015,GB-KW8-M & M Dudgeon,M & M Dudgeon,KW8,SUTHERLAND,SGRPID,Investment in forest area development and improvement of the viability of forests,"281,119.18",GB,GBP
2014,GB-DL13-Bollihope Graziers Committee,Bollihope Graziers Committee,DL13,Wolsingham,RPA,Agri-environment payments,"280,770.83",GB,GBP
2014,GB-TR1-Cornwall Development Company Ltd,Cornwall Development Company Ltd,TR1,TRURO,RPA,Adding value to agricultural and forestry products,"280,626.05",GB,GBP
2015,GB-GL20-OVERBURY FARMS,OVERBURY FARMS,GL20,TEWKESBURY,RPA,Single area payment scheme,"280,476.82",GB,GBP
2015,GB-OX14-Leda Properties Ltd,Leda Properties Ltd,OX14,ABINGDON,RPA,Single area payment scheme,"280,331.91",GB,GBP
2014,GB-NR22-Walsingham Estate Farming Ltd,Walsingham Estate Farming Ltd,NR22,WALSINGHAM,RPA,Non-productive investments,"280,324.44",GB,GBP
2015,GB-LD3-BUCKLAND MANOR GRAZIERS ASSOCIATION,BUCKLAND MANOR GRAZIERS ASSOCIATION,LD3,POWYS,WG,Agri-environment payments,"280,051.06",GB,GBP
2014,GB-PL11-HAY FARM PRODUCE LLP,HAY FARM PRODUCE LLP,PL11,TORPOINT,RPA,Adding value to agricultural and forestry products,"279,966.79",GB,GBP
2015,GB-EC2A-Sustain The Alliance for Better Food and Farming,Sustain The Alliance for Better Food and Farming,EC2A,LONDON,RPA,Promotion measures,"279,831.55",GB,GBP
2015,GB-DN14-D A PLATT,D A PLATT,DN14,Goole,RPA,Single area payment scheme,"279,710.67",GB,GBP
2015,GB-DG12-M/S A S & H M McGimpsey,M/S A S & H M McGimpsey,DG12,ANNAN,SGRPID,Single area payment scheme,"279,604.89",GB,GBP
2015,GB-DN22-STRAWSON G D,STRAWSON G D,DN22,RETFORD,RPA,Single area payment scheme,"279,414.71",GB,GBP
2015,GB-SP5-Rushmore Farms,Rushmore Farms,SP5,Salisbury,RPA,Single area payment scheme,"279,217.21",GB,GBP
2015,GB-SA32-COLEG SIR GAR,COLEG SIR GAR,SA32,SIR GAERFYRDDIN,WG,"Development of new products, processes and technologies","279,098.41",GB,GBP
2015,GB-DD8-Strathmore Farming Company,Strathmore Farming Company,DD8,FORFAR,SGRPID,Single area payment scheme,"279,018.18",GB,GBP
2015,GB-IP24-Wrights of Brettenham,Wrights of Brettenham,IP24,THETFORD,RPA,Single area payment scheme,"278,723.47",GB,GBP
2014,GB-CB8-STETCHWORTH ESTATE FARMS,STETCHWORTH ESTATE FARMS,CB8,NEWMARKET,RPA,Single area payment scheme,"278,018.63",GB,GBP
2014,GB-HR8-WYE FRUIT LTD,WYE FRUIT LTD,HR8,LEDBURY,RPA,Aid in fruit and vegetables sector,"277,883.78",GB,GBP
2015,GB-NN7-TRUSTEES EIGHTH EARL SPENCER SETTLEMENT,TRUSTEES EIGHTH EARL SPENCER SETTLEMENT,NN7,NORTHAMPTON,RPA,Single area payment scheme,"276,812.19",GB,GBP
2014,GB-BN5-SUSSEX WILDLIFE TRUST,SUSSEX WILDLIFE TRUST,BN5,HENFIELD,RPA,Agri-environment payments,"276,290.22",GB,GBP
2015,GB-NN6-Cottesbrooke Estate Company,Cottesbrooke Estate Company,NN6,Cottesbrooke,RPA,Single area payment scheme,"276,229.77",GB,GBP
2015,GB-DG8-N Forsyth & Son,N Forsyth & Son,DG8,NEWTON STEWART,SGRPID,Single area payment scheme,"275,823.21",GB,GBP
2015,GB-WR11-Valefresco Ltd,Valefresco Ltd,WR11,Evesham,RPA,Infrastructure related to the development and adaptation of agriculture and forestry,"275,597.36",GB,GBP
2014,GB-NN14-MR L BROOKES,MR L BROOKES,NN14,KETTERING,RPA,Single area payment scheme,"275,413.44",GB,GBP
2015,GB-PE28-EAYRS M R,EAYRS M R,PE28,HUNTINGDON,RPA,Single area payment scheme,"274,864.34",GB,GBP
2014,GB-RG25-THE WATERSHIP DOWN PARTNERSHIP,THE WATERSHIP DOWN PARTNERSHIP,RG25,BASINGSTOKE,RPA,Single area payment scheme,"274,611.09",GB,GBP
2014,GB-KA4-Hendrie Brothers (MILLANDS)Ltd,Hendrie Brothers (MILLANDS)Ltd,KA4,Ayrshire,SGRPID,Single area payment scheme,"274,246.62",GB,GBP
2015,GB-SY8-DOWNTON ESTATES LTD,DOWNTON ESTATES LTD,SY8,LUDLOW,RPA,Single area payment scheme,"274,237.4",GB,GBP
2014,GB-LE15-Littleworth Estate Company,Littleworth Estate Company,LE15,OAKHAM,RPA,Single area payment scheme,"274,136.0",GB,GBP
2015,GB-DN6-WILLIAM R PLATT,WILLIAM R PLATT,DN6,DONCASTER,RPA,Single area payment scheme,"273,891.9",GB,GBP
2014,GB-RM16-COLE & SONS (CHERRY ORCHARD) C H,COLE & SONS (CHERRY ORCHARD) C H,RM16,GRAYS,RPA,Single area payment scheme,"273,689.74",GB,GBP
2014,GB-TD3-G Mcdougal (Bassendean)Ltd,G Mcdougal (Bassendean)Ltd,TD3,Gordon,SGRPID,Single area payment scheme,"273,410.64",GB,GBP
2014,GB-PE12-GEORGE THOMPSON (FARMS) LTD,GEORGE THOMPSON (FARMS) LTD,PE12,SPALDING,RPA,Single area payment scheme,"273,374.59",GB,GBP
2014,GB-KY15-Balbirnie Home Farms,Balbirnie Home Farms,KY15,Freuchie,SGRPID,Single area payment scheme,"273,371.23",GB,GBP
2015,GB-CB4-Barton Bendish Farming Limited,Barton Bendish Farming Limited,CB4,CAMBRIDGE,RPA,Single area payment scheme,"273,363.86",GB,GBP
2014,GB-NN7-TURNEYS,TURNEYS,NN7,NORTHAMPTON,RPA,Single area payment scheme,"272,816.98",GB,GBP
2014,GB-SP3-FONTHILL FARMS,FONTHILL FARMS,SP3,SALISBURY,RPA,Single area payment scheme,"272,719.11",GB,GBP
2014,GB-CA6-Armeria (UK) LLP,Armeria (UK) LLP,CA6,CARLISLE,RPA,Single area payment scheme,"272,651.33",GB,GBP
2014,GB-ME19-Laurence J. Betts Ltd,Laurence J. Betts Ltd,ME19,West Malling,RPA,Adding value to agricultural and forestry products,"272,625.98",GB,GBP
2014,GB-DL12-Strathmore English Estates,Strathmore English Estates,DL12,BARNARD CASTLE,RPA,Agri-environment payments,"272,551.6",GB,GBP
2015,GB-EH28-Quality Meat Scotland,Quality Meat Scotland,EH28,Newbridge,SGRPID,Knowledge transfer and information actions,"272,542.64",GB,GBP
2014,GB-WV16-Goulburn Farms Shropshire,Goulburn Farms Shropshire,WV16,BRIDGNORTH,RPA,Single area payment scheme,"272,528.34",GB,GBP
2015,GB-AB30-Norman Thow & Partners,Norman Thow & Partners,AB30,LAURENCEKIRK,SGRPID,Single area payment scheme,"271,923.67",GB,GBP
2015,GB-NR24-STODY ESTATE LTD,STODY ESTATE LTD,NR24,MELTON CONSTABLE,RPA,Single area payment scheme,"271,915.78",GB,GBP
2014,GB-SW1P-Department for Environment Food and Rural Affairs,Department for Environment Food and Rural Affairs,SW1P,17 Smith Square,RPA,Technical Assistance,"271,836.48",GB,GBP
2015,GB-CF62-V J THOMAS AND SON,V J THOMAS AND SON,CF62,SOUTH GLAMORGAN,WG,Single area payment scheme,"271,829.22",GB,GBP
2014,GB-SN4-CHARLBURY FARMS HINTON LTD,CHARLBURY FARMS HINTON LTD,SN4,SWINDON,RPA,Single area payment scheme,"271,820.09",GB,GBP
2014,GB-PH2-Klondyke Farms Limited,Klondyke Farms Limited,PH2,Perth,SGRPID,Single area payment scheme,"271,750.14",GB,GBP
2014,GB-NR29-CHARLES WHARTON LIMITED,CHARLES WHARTON LIMITED,NR29,GREAT YARMOUTH,RPA,Single area payment scheme,"271,696.05",GB,GBP
2015,GB-PE28-GC Field & Sons,GC Field & Sons,PE28,HUNTINGDON,RPA,Single area payment scheme,"271,589.56",GB,GBP
2014,GB-B49-RAGLEY HOME FARMS,RAGLEY HOME FARMS,B49,ALCESTER,RPA,Single area payment scheme,"271,423.48",GB,GBP
2014,GB-SO23-THE GOODWOOD ESTATE COMPANY LTD,THE GOODWOOD ESTATE COMPANY LTD,SO23,WINCHESTER,RPA,Single area payment scheme,"271,207.75",GB,GBP
2015,GB-IV2-Andrew C Smith,Andrew C Smith,IV2,INVERNESS,SGRPID,Single area payment scheme,"271,023.24",GB,GBP
2015,GB-IV19-Ms E J Mackenzie & Co,Ms E J Mackenzie & Co,IV19,Ross-Shire,SGRPID,Single area payment scheme,"270,974.44",GB,GBP
2014,GB-PA1-Renfrewshire Council,Renfrewshire Council,PA1,PAISLEY,SGRPID,Non-productive investments,"270,826.84",GB,GBP
2014,GB-YO19-MR C D FORBES-ADAM,MR C D FORBES-ADAM,YO19,YORK,RPA,Single area payment scheme,"270,729.88",GB,GBP
2014,GB-KA26-Andrew B. Young,Andrew B. Young,KA26,GIRVAN,SGRPID,Single area payment scheme,"270,565.66",GB,GBP
2014,GB-CA8-W WILSON & CO,W WILSON & CO,CA8,CARLISLE,RPA,Agri-environment payments,"270,400.92",GB,GBP
2014,GB-PH1-Pitcastle Estate Management,Pitcastle Estate Management,PH1,PERTH,SGRPID,First afforestation of agricultural land,"270,012.6",GB,GBP
2015,GB-AB21-John C McIntosh,John C McIntosh,AB21,ABERDEEN,SGRPID,Single area payment scheme,"269,748.62",GB,GBP
2015,GB-LD2-POWYS REGENERATION PARTNERSHIP,POWYS REGENERATION PARTNERSHIP,LD2,POWYS,WG,Implementing local development strategies. Quality of life/diversification,"269,375.5",GB,GBP
2014,GB-SN10-Harley Farms (Wilts) Ltd,Harley Farms (Wilts) Ltd,SN10,Devizes,RPA,Single area payment scheme,"269,342.82",GB,GBP
2014,GB-LL77-MENTER MON,MENTER MON,LL77,YNYS MON,WG,Technical Assistance,"269,334.93",GB,GBP
2015,GB-DE45-Peak District National Park Authority,Peak District National Park Authority,DE45,BAKEWELL,RPA,Non-productive investments,"269,042.32",GB,GBP
2014,GB-GL54-Broadfield Farms,Broadfield Farms,GL54,NORTHLEACH,RPA,Single area payment scheme,"268,998.2",GB,GBP
2015,GB-TD1-The Talla Farming Partnership,The Talla Farming Partnership,TD1,GALASHIELS,SGRPID,Investment in forest area development and improvement of the viability of forests,"268,804.24",GB,GBP
2014,GB-CW11-BETCHTON LIMITED,BETCHTON LIMITED,CW11,CHESHIRE,WG,Single area payment scheme,"268,260.63",GB,GBP
2015,GB-LU7-Ascott Farms Limited,Ascott Farms Limited,LU7,Leighton Buzzard,RPA,Single area payment scheme,"268,220.28",GB,GBP
2015,GB-NE66-HAREHOPE FARMS LTD,HAREHOPE FARMS LTD,NE66,ALNWICK,RPA,Single area payment scheme,"268,178.5",GB,GBP
2015,GB-NN9-R W BEATY & SONS,R W BEATY & SONS,NN9,WELLINGBOROUGH,RPA,Single area payment scheme,"267,913.61",GB,GBP
2015,GB-PE19-R H TOPHAM & SONS LTD,R H TOPHAM & SONS LTD,PE19,ST. NEOTS,RPA,Single area payment scheme,"267,888.55",GB,GBP
2014,GB-LN1-J HOLLINGWORTH & CO,J HOLLINGWORTH & CO,LN1,LINCOLN,RPA,Single area payment scheme,"267,862.62",GB,GBP
2014,GB-LN8-H C Bourn (Farming) Limited,H C Bourn (Farming) Limited,LN8,MARKET RASEN,RPA,Single area payment scheme,"267,851.47",GB,GBP
2015,GB-CB6-A G Wright & Son (Farms) Ltd,A G Wright & Son (Farms) Ltd,CB6,ELY,RPA,Single area payment scheme,"267,774.46",GB,GBP
2015,GB-DG9-C & S Adams,C & S Adams,DG9,STRANRAER,SGRPID,Investments in physical assets,"267,730.8",GB,GBP
2015,GB-DG8-Iain Service & Co Ltd,Iain Service & Co Ltd,DG8,NEWTON STEWART,SGRPID,Single area payment scheme,"267,552.65",GB,GBP
2015,GB-TD11-R & J McDonald,R & J McDonald,TD11,DUNS,SGRPID,Single area payment scheme,"267,448.38",GB,GBP
2015,GB-YO7-G A ROBSON & SON,G A ROBSON & SON,YO7,THIRSK,RPA,Single area payment scheme,"267,356.22",GB,GBP
2014,GB-IV21-Shieldaig Croft,Shieldaig Croft,IV21,GAIRLOCH,SGRPID,First afforestation of agricultural land,"267,333.22",GB,GBP
2014,GB-PE31-THE MARQUESS OF CHOLMONDELEY,THE MARQUESS OF CHOLMONDELEY,PE31,KINGS LYNN,RPA,Single area payment scheme,"267,136.62",GB,GBP
2014,GB-LL15-CADWYN CLWYD CYFYNGEDIG LTD,CADWYN CLWYD CYFYNGEDIG LTD,LL15,DENBIGHSHIRE,WG,"Running the local action group, acquiring skills and animating the territory","267,082.46",GB,GBP
2014,GB-GL7-S J PHILLIPS & SONS (KEMBLE) LTD,S J PHILLIPS & SONS (KEMBLE) LTD,GL7,CIRENCESTER,RPA,Single area payment scheme,"267,040.31",GB,GBP
2015,GB-AB32-Dunecht Home Farms,Dunecht Home Farms,AB32,WESTHILL,SGRPID,Single area payment scheme,"266,908.33",GB,GBP
2014,GB-SG9-SCOTT & SCOTT,SCOTT & SCOTT,SG9,BUNTINGFORD,RPA,Single area payment scheme,"266,807.59",GB,GBP
2014,GB-PE36-KEN HILL FARMS AND ESTATE,KEN HILL FARMS AND ESTATE,PE36,HUNSTANTON,RPA,Single area payment scheme,"266,781.36",GB,GBP
2015,GB-SY23-Hybu Cig Cymru,Hybu Cig Cymru,SY23,ABERYSTWYTH,RPA,Promotion measures,"266,516.54",GB,GBP
2015,GB-OX29-Barley Park Farms,Barley Park Farms,OX29,WITNEY,RPA,Single area payment scheme,"266,494.19",GB,GBP
2015,GB-BA1-Queensquare Farming Limited,Queensquare Farming Limited,BA1,BATH,RPA,Single area payment scheme,"266,434.38",GB,GBP
2015,GB-YO24-YORKSHIRE WILDLIFE TRUST,YORKSHIRE WILDLIFE TRUST,YO24,YORK,RPA,Non-productive investments,"265,808.37",GB,GBP
2014,GB-IV7-Conon Brae Farms,Conon Brae Farms,IV7,DINGWALL,SGRPID,Single area payment scheme,"265,733.73",GB,GBP
2015,GB-SN10-HN HOOPER & SONS,HN HOOPER & SONS,SN10,DEVIZES,RPA,Single area payment scheme,"265,713.06",GB,GBP
2015,GB-AB42-Auchtydore Farms,Auchtydore Farms,AB42,PETERHEAD,SGRPID,Single area payment scheme,"265,436.47",GB,GBP
2014,GB-DG3-Auchencheyne Ltd,Auchencheyne Ltd,DG3,Thornhill,SGRPID,Single area payment scheme,"265,403.87",GB,GBP
2014,GB-HG3-WINTERQUAY LTD,WINTERQUAY LTD,HG3,HARROGATE,RPA,Single area payment scheme,"265,364.43",GB,GBP
2014,GB-DG9-OLD HALL FARMS,OLD HALL FARMS,DG9,Stranraer,SGRPID,Single area payment scheme,"264,920.95",GB,GBP
2014,GB-DG9-Dindinnie Farming Co,Dindinnie Farming Co,DG9,Stranraer,SGRPID,Single area payment scheme,"264,884.85",GB,GBP
2014,GB-AB51-W L & J Anderson,W L & J Anderson,AB51,Inverurie,SGRPID,Single area payment scheme,"264,853.81",GB,GBP
2014,GB-HU17-East Riding Of Yorkshire Council,East Riding Of Yorkshire Council,HU17,BEVERLEY,RPA,Implementing local development strategies. Quality of life/diversification,"264,806.25",GB,GBP
2014,GB-CT4-A.C HULME AND SONS,A.C HULME AND SONS,CT4,CANTERBURY,RPA,Single area payment scheme,"264,634.7",GB,GBP
2015,GB-CM77-Pattiswick Hall Farms,Pattiswick Hall Farms,CM77,Braintree,RPA,Single area payment scheme,"264,515.39",GB,GBP
2014,GB-SA16-LYN JONES & SONS LTD,LYN JONES & SONS LTD,SA16,BURRY PORT,WG,Single area payment scheme,"264,279.19",GB,GBP
2014,GB-BA12-R F STRATTON & CO,R F STRATTON & CO,BA12,WARMINSTER,RPA,Single area payment scheme,"264,098.61",GB,GBP
2015,GB-DG1-Mr R McBride & Son,Mr R McBride & Son,DG1,DUMFRIES,SGRPID,Single area payment scheme,"264,015.01",GB,GBP
2014,GB-SP2-NORTH HILL FARMS LTD,NORTH HILL FARMS LTD,SP2,SALISBURY,RPA,Single area payment scheme,"263,819.67",GB,GBP
2015,GB-KY15-EAST OF SCOTLAND GROWERS LTD,EAST OF SCOTLAND GROWERS LTD,KY15,CUPAR,RPA,Aid in fruit and vegetables sector,"263,414.02",GB,GBP
2015,GB-AB41-Auchmacoy Estate,Auchmacoy Estate,AB41,ELLON,SGRPID,Single area payment scheme,"262,937.3",GB,GBP
2015,GB-CB4-Routh Farming Ltd,Routh Farming Ltd,CB4,CAMBRIDGE,RPA,Single area payment scheme,"262,500.02",GB,GBP
2014,GB-TD1-L G Litchfield Bowland Farms,L G Litchfield Bowland Farms,TD1,GALASHIELS,SGRPID,Single area payment scheme,"262,411.82",GB,GBP
2014,GB-LN13-MAWTHORPE FARMS LTD,MAWTHORPE FARMS LTD,LN13,ALFORD,RPA,Single area payment scheme,"262,230.7",GB,GBP
2014,GB-TN26-MARTIN CLIFTON LTD,MARTIN CLIFTON LTD,TN26,ASHFORD,RPA,Single area payment scheme,"262,208.3",GB,GBP
2014,GB-NG33-ANCASTER ESTATES,ANCASTER ESTATES,NG33,GRANTHAM,RPA,Single area payment scheme,"262,168.87",GB,GBP
2015,GB-LN4-Dennis Estates,Dennis Estates,LN4,LINCOLN,RPA,Single area payment scheme,"261,938.77",GB,GBP
2014,GB-LL12-British Association for Shooting and Conservation,British Association for Shooting and Conservation,LL12,WREXHAM,RPA,Encouragement of tourism activities,"261,767.14",GB,GBP
2014,GB-RG23-THE MANYDOWN COMPANY LTD,THE MANYDOWN COMPANY LTD,RG23,BASINGSTOKE,RPA,Single area payment scheme,"261,320.12",GB,GBP
2015,GB-RG25-THE WATERSHIP DOWN PARTNERSHIP,THE WATERSHIP DOWN PARTNERSHIP,RG25,BASINGSTOKE,RPA,Single area payment scheme,"261,127.28",GB,GBP
2014,GB-IP13-DENNINGTON HALL FARMS,DENNINGTON HALL FARMS,IP13,WOODBRIDGE,RPA,Single area payment scheme,"261,118.04",GB,GBP
2014,GB-LL26-CONWY COUNTY BOROUGH COUNCIL,CONWY COUNTY BOROUGH COUNCIL,LL26,CONWY,WG,Encouragement of tourism activities,"261,067.96",GB,GBP
2015,GB-TD11-Greenshields Agri Ltd,Greenshields Agri Ltd,TD11,DUNS,SGRPID,Single area payment scheme,"261,037.01",GB,GBP
2015,GB-G84-JAMES STURGEON AND SON,JAMES STURGEON AND SON,G84,HELENSBURGH,SGRPID,Single area payment scheme,"260,950.31",GB,GBP
2014,GB-DG2-Mr W J Henderson & Sons,Mr W J Henderson & Sons,DG2,Dumfries,SGRPID,Single area payment scheme,"260,943.77",GB,GBP
2015,GB-LN3-Rainthorpe Farms Ltd,Rainthorpe Farms Ltd,LN3,LINCOLN,RPA,Single area payment scheme,"260,800.9",GB,GBP
2015,GB-WV16-Goulburn Farms Shropshire,Goulburn Farms Shropshire,WV16,BRIDGNORTH,RPA,Single area payment scheme,"260,687.15",GB,GBP
2015,GB-CT4-A.C HULME AND SONS,A.C HULME AND SONS,CT4,CANTERBURY,RPA,Single area payment scheme,"260,626.0",GB,GBP
2014,GB-DG3-M A Radcliffe Coshogle & Co,M A Radcliffe Coshogle & Co,DG3,Thornhill,SGRPID,First afforestation of agricultural land,"260,358.41",GB,GBP
2015,GB-TF12-BARROW FARMS,BARROW FARMS,TF12,BROSELEY,RPA,Single area payment scheme,"260,334.18",GB,GBP
2015,GB-SG19-RSPB,RSPB,SG19,SANDY,RPA,Investments in physical assets,"259,834.03",GB,GBP
2014,GB-PE22-REVESBY FARMS,REVESBY FARMS,PE22,BOSTON,RPA,Single area payment scheme,"259,718.17",GB,GBP
2015,GB-BN18-NORFOLK ESTATE FARMS LTD,NORFOLK ESTATE FARMS LTD,BN18,ARUNDEL,RPA,Single area payment scheme,"259,605.89",GB,GBP
2015,GB-DN36-G H PARKER (NORTH COTES) LTD,G H PARKER (NORTH COTES) LTD,DN36,GRIMSBY,RPA,Single area payment scheme,"259,184.7",GB,GBP
2014,GB-LN8-Arden Farms Owmby Ltd,Arden Farms Owmby Ltd,LN8,Market Rasen,RPA,Single area payment scheme,"259,126.14",GB,GBP
2014,GB-LE14-STAPLEFORD FARMS,STAPLEFORD FARMS,LE14,MELTON MOWBRAY,RPA,Single area payment scheme,"259,093.27",GB,GBP
2014,GB-BS40-Alvis Bros Ltd,Alvis Bros Ltd,BS40,Bristol,RPA,Single area payment scheme,"259,044.97",GB,GBP
2014,GB-DG6-Balmangan Farms Limited,Balmangan Farms Limited,DG6,Kirkcudbright,SGRPID,Single area payment scheme,"258,348.53",GB,GBP
2015,GB-PE32-THE WICKEN FARMS CO,THE WICKEN FARMS CO,PE32,KING'S LYNN,RPA,Single area payment scheme,"258,191.48",GB,GBP
2014,GB-RH5-E D G Matthews & Sons,E D G Matthews & Sons,RH5,DORKING,RPA,Single area payment scheme,"257,962.27",GB,GBP
2014,GB-TD15-The President Estate Farming Partnership,The President Estate Farming Partnership,TD15,BERWICK-UPON-TWEED,RPA,Single area payment scheme,"257,909.19",GB,GBP
2014,GB-AB39-Hugh Gordon (A Firm),Hugh Gordon (A Firm),AB39,STONEHAVEN,SGRPID,Single area payment scheme,"257,690.9",GB,GBP
2014,GB-ST15-FITZHERBERT FARMS,FITZHERBERT FARMS,ST15,STONE,RPA,Single area payment scheme,"257,585.3",GB,GBP
2015,GB-LD6-WELSH WATER ELAN TRUST,WELSH WATER ELAN TRUST,LD6,POWYS,WG,Agri-environment payments,"257,286.55",GB,GBP
2015,GB-EH27-Dalmahoy Farms,Dalmahoy Farms,EH27,KIRKNEWTON,SGRPID,Single area payment scheme,"257,062.54",GB,GBP
2014,GB-PE24-MARK CAUDWELL LIMITED,MARK CAUDWELL LIMITED,PE24,SKEGNESS,RPA,Single area payment scheme,"257,037.55",GB,GBP
2015,GB-SP4-DE & WH & SJ RAWLINS,DE & WH & SJ RAWLINS,SP4,SALISBURY,RPA,Single area payment scheme,"256,986.12",GB,GBP
2014,GB-CA1-DERWENT FELLS COMMON GROUP,DERWENT FELLS COMMON GROUP,CA1,CARLISLE,RPA,Agri-environment payments,"256,835.17",GB,GBP
2015,GB-AB55-Backmuir Trading Ltd,Backmuir Trading Ltd,AB55,BANFFSHIRE,SGRPID,Single area payment scheme,"256,641.19",GB,GBP
2014,GB-DT2-DAVID FOOT LTD,DAVID FOOT LTD,DT2,DORCHESTER,RPA,Single area payment scheme,"256,626.95",GB,GBP
2014,GB-IV23-Braemore Hall Committee,Braemore Hall Committee,IV23,ULLAPOOL,SGRPID,Implementing local development strategies. Quality of life/diversification,"256,563.0",GB,GBP
2015,GB-PE12-Messrs JH & AJ King,Messrs JH & AJ King,PE12,SPALDING,RPA,Single area payment scheme,"256,394.02",GB,GBP
2015,GB-AB56-Old Cullen Farms,Old Cullen Farms,AB56,Buckie,SGRPID,Single area payment scheme,"256,326.79",GB,GBP
2014,GB-ME12-S.W ATTWOOD AND PARTNERS,S.W ATTWOOD AND PARTNERS,ME12,SHEERNESS,RPA,Single area payment scheme,"256,283.02",GB,GBP
2014,GB-NN12-JS FOUNTAINE & SON,JS FOUNTAINE & SON,NN12,TOWCESTER,RPA,Single area payment scheme,"256,186.55",GB,GBP
2014,GB-PA23-Argyll Mausoleum Ltd,Argyll Mausoleum Ltd,PA23,Kilmun,SGRPID,Implementing local development strategies. Competitiveness,"255,879.8",GB,GBP
2014,GB-PH16-James Forbes,James Forbes,PH16,Pitlochry,SGRPID,Single area payment scheme,"255,717.16",GB,GBP
2015,GB-PH2-The Woodland Trust,The Woodland Trust,PH2,PERTH,SGRPID,Single area payment scheme,"255,694.59",GB,GBP
2014,GB-LA8-CUMBRIA WILDLIFE TRUST,CUMBRIA WILDLIFE TRUST,LA8,KENDAL,RPA,Agri-environment payments,"255,481.11",GB,GBP
2015,GB-DT2-JF COBB & SONS,JF COBB & SONS,DT2,DORCHESTER,RPA,Single area payment scheme,"255,242.65",GB,GBP
2015,GB-CH7-FLINTSHIRE COUNTY COUNCIL,FLINTSHIRE COUNTY COUNCIL,CH7,Wales,WG,Village renewal and development,"255,008.29",GB,GBP
2014,GB-LL15-CADWYN CLWYD CYFYNGEDIG LTD,CADWYN CLWYD CYFYNGEDIG LTD,LL15,DENBIGHSHIRE,WG,Implementing local development strategies. Competitiveness,"254,727.68",GB,GBP
2015,GB-GL8-Vernon Greville,Vernon Greville,GL8,Tetbury,RPA,Single area payment scheme,"254,553.28",GB,GBP
2014,GB-NG33-CHOLMELEY FARMS LTD,CHOLMELEY FARMS LTD,NG33,GRANTHAM,RPA,Single area payment scheme,"254,531.39",GB,GBP
2014,GB-CB7-G S SHROPSHIRE & SONS LTD,G S SHROPSHIRE & SONS LTD,CB7,ELY,RPA,Single area payment scheme,"254,500.55",GB,GBP
2015,GB-CA6-Armeria (UK) LLP,Armeria (UK) LLP,CA6,CARLISLE,RPA,Single area payment scheme,"254,386.94",GB,GBP
2015,GB-DD9-Careston Ltd,Careston Ltd,DD9,BRECHIN,SGRPID,Single area payment scheme,"254,347.37",GB,GBP
2014,GB-CB21-ABINGTON FARMS LTD,ABINGTON FARMS LTD,CB21,CAMBRIDGE,RPA,Single area payment scheme,"253,999.98",GB,GBP
2014,GB-CV37-DORSINGTON FARMS LTD,DORSINGTON FARMS LTD,CV37,STRATFORD UPON AVON,RPA,Single area payment scheme,"253,595.1",GB,GBP
2014,GB-SY4-J C & M W SUCKLEY,J C & M W SUCKLEY,SY4,SHREWSBURY,RPA,Single area payment scheme,"253,357.97",GB,GBP
2015,GB-SO23-THE GOODWOOD ESTATE COMPANY LTD,THE GOODWOOD ESTATE COMPANY LTD,SO23,WINCHESTER,RPA,Single area payment scheme,"253,038.89",GB,GBP
